"Collision,Comp,DCPD,AB,Make ,Model,Body Style,Model Year"
"     .,25,54,72,SUZUKI,SX4 4DR,4D,2010"
"     .,     .,54,58,SUZUKI,SX4 5DR,4D,2007"
"     .,     .,41,34,SUZUKI,SX4 5DR,4D,2008"
"55,22,51,77,SUZUKI,SX4 5DR,4D,2009"
"50,7,44,65,SUZUKI,SX4 5DR,4D,2010"
"46,22,45,103,SUZUKI,SX4 5DR AWD,4D,2007"
"43,16,45,55,SUZUKI,SX4 5DR AWD,4D,2008"
"27,14,33,53,SUZUKI,SX4 5DR AWD,4D,2009"
"52,19,36,16,SUZUKI,SX4 5DR AWD,4D,2010"
"53,37,58,76,SUZUKI,SX4 5DR AWD,4D,2011"
"63,33,     .,80,SUZUKI,SX4 5DR AWD,4D,2012"
"     .,     .,     .,108,SUZUKI,SX4 5DR AWD,4D,2013"
"     .,     .,     .,94,SUZUKI,XL7 4DR AWD,SUV,2007"
"171,70,263,28,TESLA,MODEL 3 4DR,4D,2018"
"180,73,296,132,TESLA,MODEL 3 4DR,4D,2019"
"209,94,328,118,TESLA,MODEL 3 4DR,4D,2020"
"241,95,292,387,TESLA,MODEL 3 4DR,4D,2021"
"240,91,407,168,TESLA,MODEL 3 4DR,4D,2022"
"343,70,363,203,TESLA,MODEL 3 4DR,4D,2023"
"219,112,240,17,TESLA,MODEL 3 4DR AWD,4D,2018"
"195,85,276,84,TESLA,MODEL 3 4DR AWD,4D,2019"
"260,63,273,52,TESLA,MODEL 3 4DR AWD,4D,2020"
"277,115,398,86,TESLA,MODEL 3 4DR AWD,4D,2021"
"292,109,366,98,TESLA,MODEL 3 4DR AWD,4D,2022"
"383,64,325,156,TESLA,MODEL S 4DR,4D,2014"
"292,161,253,16,TESLA,MODEL S 4DR AWD,4D,2015"
"346,152,462,164,TESLA,MODEL S 4DR AWD,4D,2016"
"328,153,287,31,TESLA,MODEL S 4DR AWD,4D,2017"
"342,141,521,42,TESLA,MODEL S 4DR AWD,4D,2018"
"364,134,478,69,TESLA,MODEL X 4DR AWD,SUV,2016"
"218,122,432,170,TESLA,MODEL X 4DR AWD,SUV,2017"
"344,123,535,145,TESLA,MODEL X 4DR AWD,SUV,2018"
"532,172,455,75,TESLA,MODEL X 4DR AWD,SUV,2019"
"394,91,400,26,TESLA,MODEL X 4DR AWD,SUV,2020"
"222,130,311,45,TESLA,MODEL Y 4DR AWD,SUV,2020"
"205,109,294,104,TESLA,MODEL Y 4DR AWD,SUV,2021"
"258,108,358,133,TESLA,MODEL Y 4DR AWD,SUV,2022"
"265,68,346,158,TESLA,MODEL Y 4DR AWD,SUV,2023"
"49,27,41,187,TOYOTA,4RUNNER 4DR 4WD,SUV,2005"
"92,42,49,111,TOYOTA,4RUNNER 4DR 4WD,SUV,2006"
"37,61,66,23,TOYOTA,4RUNNER 4DR 4WD,SUV,2007"
"56,41,69,199,TOYOTA,4RUNNER 4DR 4WD,SUV,2008"
"64,53,75,62,TOYOTA,4RUNNER 4DR 4WD,SUV,2010"
"75,61,82,50,TOYOTA,4RUNNER 4DR 4WD,SUV,2011"
"74,81,69,81,TOYOTA,4RUNNER 4DR 4WD,SUV,2012"
"57,64,89,70,TOYOTA,4RUNNER 4DR 4WD,SUV,2013"
"65,92,101,27,TOYOTA,4RUNNER 4DR 4WD,SUV,2014"
"88,81,71,74,TOYOTA,4RUNNER 4DR 4WD,SUV,2015"
"68,65,104,86,TOYOTA,4RUNNER 4DR 4WD,SUV,2016"
"73,70,80,48,TOYOTA,4RUNNER 4DR 4WD,SUV,2017"
"107,74,91,21,TOYOTA,4RUNNER 4DR 4WD,SUV,2018"
"118,91,90,65,TOYOTA,4RUNNER 4DR 4WD,SUV,2019"
"90,127,117,52,TOYOTA,4RUNNER 4DR 4WD,SUV,2020"
"104,219,105,47,TOYOTA,4RUNNER 4DR 4WD,SUV,2021"
"77,562,92,34,TOYOTA,4RUNNER 4DR 4WD,SUV,2022"
"72,450,87,27,TOYOTA,4RUNNER 4DR 4WD,SUV,2023"
"78,50,73,144,TOYOTA,AVALON 4DR,4D,2008"
"53,45,87,110,TOYOTA,AVALON 4DR,4D,2011"
"104,44,95,45,TOYOTA,AVALON 4DR,4D,2013"
"76,52,56,388,TOYOTA,AVALON 4DR,4D,2014"
"77,43,144,70,TOYOTA,AVALON 4DR,4D,2015"
"123,97,144,84,TOYOTA,AVALON 4DR,4D,2019"
"47,23,68,77,TOYOTA,AVALON XLS/LIMITED 4DR,4D,2005"
"69,25,74,141,TOYOTA,AVALON XLS/LIMITED 4DR,4D,2006"
"70,25,80,202,TOYOTA,AVALON XLS/LIMITED 4DR,4D,2007"
"52,8,55,114,TOYOTA,CAMRY 4DR,4D,2005"
"47,6,66,115,TOYOTA,CAMRY 4DR,4D,2006"
"69,21,85,117,TOYOTA,CAMRY 4DR,4D,2007"
"85,12,84,233,TOYOTA,CAMRY 4DR,4D,2008"
"63,18,88,66,TOYOTA,CAMRY 4DR,4D,2009"
"83,24,84,189,TOYOTA,CAMRY 4DR,4D,2010"
"84,20,86,91,TOYOTA,CAMRY 4DR,4D,2011"
"77,30,98,68,TOYOTA,CAMRY 4DR,4D,2012"
"85,35,118,88,TOYOTA,CAMRY 4DR,4D,2013"
"98,25,117,88,TOYOTA,CAMRY 4DR,4D,2014"
"111,36,109,113,TOYOTA,CAMRY 4DR,4D,2015"
"92,45,137,123,TOYOTA,CAMRY 4DR,4D,2016"
"114,41,141,101,TOYOTA,CAMRY 4DR,4D,2017"
"154,93,234,145,TOYOTA,CAMRY 4DR,4D,2018"
"150,66,215,119,TOYOTA,CAMRY 4DR,4D,2019"
"155,100,234,166,TOYOTA,CAMRY 4DR,4D,2020"
"194,106,209,116,TOYOTA,CAMRY 4DR,4D,2021"
"163,54,236,68,TOYOTA,CAMRY 4DR,4D,2022"
"176,111,232,200,TOYOTA,CAMRY 4DR 4WD,4D,2021"
"69,26,111,83,TOYOTA,CAMRY HEV 4DR,4D,2007"
"97,13,120,205,TOYOTA,CAMRY HEV 4DR,4D,2008"
"79,19,91,109,TOYOTA,CAMRY HEV 4DR,4D,2009"
"63,19,137,47,TOYOTA,CAMRY HEV 4DR,4D,2010"
"107,31,114,251,TOYOTA,CAMRY HEV 4DR,4D,2011"
"113,19,117,171,TOYOTA,CAMRY HEV 4DR,4D,2012"
"94,50,140,79,TOYOTA,CAMRY HEV 4DR,4D,2013"
"98,54,172,145,TOYOTA,CAMRY HEV 4DR,4D,2014"
"101,45,163,228,TOYOTA,CAMRY HEV 4DR,4D,2015"
"113,49,146,96,TOYOTA,CAMRY HEV 4DR,4D,2016"
"133,65,150,165,TOYOTA,CAMRY HEV 4DR,4D,2017"
"141,83,220,81,TOYOTA,CAMRY HEV 4DR,4D,2018"
"191,107,161,131,TOYOTA,CAMRY HEV 4DR,4D,2019"
"171,82,294,351,TOYOTA,CAMRY HEV 4DR,4D,2020"
"184,101,350,190,TOYOTA,CAMRY HEV 4DR,4D,2021"
"222,123,402,210,TOYOTA,CAMRY HEV 4DR,4D,2022"
"     .,     .,62,388,TOYOTA,CAMRY SOLARA 2DR,2D,2006"
"     .,34,     .,50,TOYOTA,CAMRY SOLARA CONVERTIBLE,2D,2006"
"31,33,48,76,TOYOTA,CAMRY SOLARA CONVERTIBLE,2D,2007"
"110,66,125,107,TOYOTA,C-HR 4DR 2WD,SUV,2018"
"97,50,121,212,TOYOTA,C-HR 4DR 2WD,SUV,2019"
"70,52,131,100,TOYOTA,C-HR 4DR 2WD,SUV,2020"
"91,54,108,93,TOYOTA,C-HR 4DR 2WD,SUV,2021"
"118,58,122,167,TOYOTA,C-HR 4DR 2WD,SUV,2022"
"40,14,55,211,TOYOTA,COROLLA 4DR,4D,2005"
"53,13,58,108,TOYOTA,COROLLA 4DR,4D,2006"
"50,14,70,127,TOYOTA,COROLLA 4DR,4D,2007"
"54,19,65,117,TOYOTA,COROLLA 4DR,4D,2008"
"67,20,78,123,TOYOTA,COROLLA 4DR,4D,2009"
"76,21,73,111,TOYOTA,COROLLA 4DR,4D,2010"
"71,27,86,122,TOYOTA,COROLLA 4DR,4D,2011"
"85,23,91,129,TOYOTA,COROLLA 4DR,4D,2012"
"86,28,95,91,TOYOTA,COROLLA 4DR,4D,2013"
"96,33,103,98,TOYOTA,COROLLA 4DR,4D,2014"
"111,40,114,128,TOYOTA,COROLLA 4DR,4D,2015"
"126,40,124,164,TOYOTA,COROLLA 4DR,4D,2016"
"129,53,154,125,TOYOTA,COROLLA 4DR,4D,2017"
"136,55,142,260,TOYOTA,COROLLA 4DR,4D,2018"
"144,55,181,175,TOYOTA,COROLLA 4DR,4D,2019"
"139,72,180,145,TOYOTA,COROLLA 4DR,4D,2020"
"161,69,180,125,TOYOTA,COROLLA 4DR,4D,2021"
"139,79,183,144,TOYOTA,COROLLA 4DR,4D,2022"
"169,54,182,169,TOYOTA,COROLLA 4DR,4D,2023"
"113,62,117,81,TOYOTA,COROLLA 4DR LIFTBACK,4D,2019"
"146,67,111,89,TOYOTA,COROLLA 4DR LIFTBACK,4D,2020"
"108,57,126,83,TOYOTA,COROLLA 4DR LIFTBACK,4D,2021"
"138,75,153,45,TOYOTA,COROLLA 4DR LIFTBACK,4D,2022"
"85,46,127,143,TOYOTA,COROLLA 5DR,4D,2017"
"130,70,184,192,TOYOTA,COROLLA 5DR,4D,2018"
"103,64,133,85,TOYOTA,COROLLA CROSS 4DR AWD,SUV,2022"
"93,45,128,105,TOYOTA,COROLLA CROSS 4DR AWD,SUV,2023"
"148,79,192,611,TOYOTA,COROLLA HEV 4DR,4D,2020"
"153,90,184,102,TOYOTA,COROLLA HEV 4DR,4D,2021"
"117,92,287,128,TOYOTA,COROLLA HEV 4DR,4D,2022"
"17,9,47,115,TOYOTA,ECHO 2DR HATCHBACK,2D,2005"
"25,22,43,609,TOYOTA,ECHO 4DR,4D,2005"
"20,9,43,116,TOYOTA,ECHO 4DR HATCHBACK,4D,2005"
"34,42,33,46,TOYOTA,FJ CRUISER 4DR 4WD,SUV,2007"
"59,71,28,31,TOYOTA,FJ CRUISER 4DR 4WD,SUV,2008"
"22,61,49,74,TOYOTA,FJ CRUISER 4DR 4WD,SUV,2010"
"     .,37,     .,     .,TOYOTA,FJ CRUISER 4DR 4WD,SUV,2014"
"107,40,119,251,TOYOTA,HIGHLANDER 4DR 2WD,SUV,2015"
"33,16,45,35,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2005"
"43,8,61,41,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2006"
"63,19,60,543,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2007"
"65,37,82,118,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2008"
"55,21,77,62,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2009"
"59,36,69,98,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2010"
"79,50,104,54,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2011"
"80,41,87,66,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2012"
"83,46,95,90,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2013"
"104,53,82,84,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2014"
"108,54,94,84,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2015"
"89,55,128,80,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2016"
"79,95,101,78,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2017"
"99,91,106,99,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2018"
"110,110,139,222,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2019"
"120,919,128,123,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2020"
"101,2138,144,114,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2021"
"124,2475,156,108,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2022"
"108,1654,164,91,TOYOTA,HIGHLANDER 4DR 4WD,SUV,2023"
"71,30,99,114,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2006"
"85,41,74,113,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2008"
"58,53,112,147,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2009"
"     .,     .,     .,28,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2010"
"98,68,108,703,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2012"
"79,56,81,48,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2013"
"113,88,95,59,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2014"
"102,62,95,115,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2015"
"123,127,126,247,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2016"
"159,270,106,104,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2017"
"188,471,164,44,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2018"
"200,555,180,175,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2019"
"142,925,180,108,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2020"
"124,2552,201,167,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2021"
"128,1916,196,140,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2022"
"144,1123,219,167,TOYOTA,HIGHLANDER HEV 4DR 4WD,SUV,2023"
"35,10,48,141,TOYOTA,MATRIX WAGON,WGN,2005"
"30,8,46,163,TOYOTA,MATRIX WAGON,WGN,2006"
"34,17,56,97,TOYOTA,MATRIX WAGON,WGN,2007"
"49,8,49,148,TOYOTA,MATRIX WAGON,WGN,2008"
"62,19,58,84,TOYOTA,MATRIX WAGON,WGN,2009"
"63,17,67,77,TOYOTA,MATRIX WAGON,WGN,2010"
"63,12,61,161,TOYOTA,MATRIX WAGON,WGN,2011"
"64,15,68,135,TOYOTA,MATRIX WAGON,WGN,2012"
"72,19,62,58,TOYOTA,MATRIX WAGON,WGN,2013"
"81,22,96,105,TOYOTA,MATRIX WAGON,WGN,2014"
"43,24,30,229,TOYOTA,MATRIX WAGON 4WD,WGN,2005"
"51,17,27,17,TOYOTA,MATRIX WAGON 4WD,WGN,2006"
"60,15,82,45,TOYOTA,MATRIX WAGON 4WD,WGN,2009"
"61,30,63,84,TOYOTA,MATRIX WAGON 4WD,WGN,2010"
"70,26,85,78,TOYOTA,MATRIX WAGON 4WD,WGN,2011"
"52,24,     .,50,TOYOTA,MATRIX WAGON 4WD,WGN,2012"
"94,22,     .,68,TOYOTA,MATRIX WAGON 4WD,WGN,2013"
"39,36,52,149,TOYOTA,PRIUS 5DR,4D,2005"
"60,25,62,70,TOYOTA,PRIUS 5DR,4D,2006"
"55,28,76,138,TOYOTA,PRIUS 5DR,4D,2007"
"72,36,83,201,TOYOTA,PRIUS 5DR,4D,2008"
"45,45,72,51,TOYOTA,PRIUS 5DR,4D,2009"
"59,34,95,115,TOYOTA,PRIUS 5DR,4D,2010"
"81,39,70,812,TOYOTA,PRIUS 5DR,4D,2011"
"81,32,111,91,TOYOTA,PRIUS 5DR,4D,2012"
"72,29,81,44,TOYOTA,PRIUS 5DR,4D,2013"
"81,57,79,33,TOYOTA,PRIUS 5DR,4D,2014"
"99,44,61,115,TOYOTA,PRIUS 5DR,4D,2015"
"137,63,112,44,TOYOTA,PRIUS 5DR,4D,2016"
"152,76,123,28,TOYOTA,PRIUS 5DR,4D,2017"
"155,109,158,147,TOYOTA,PRIUS 5DR,4D,2018"
"172,46,185,145,TOYOTA,PRIUS AWD-e 5DR,4D,2019"
"68,40,77,80,TOYOTA,PRIUS C 5DR,4D,2012"
"89,42,79,202,TOYOTA,PRIUS C 5DR,4D,2013"
"97,33,107,187,TOYOTA,PRIUS C 5DR,4D,2014"
"109,56,96,35,TOYOTA,PRIUS C 5DR,4D,2015"
"105,36,131,83,TOYOTA,PRIUS C 5DR,4D,2016"
"109,40,152,326,TOYOTA,PRIUS C 5DR,4D,2017"
"145,54,127,113,TOYOTA,PRIUS C 5DR,4D,2018"
"151,53,158,102,TOYOTA,PRIUS C 5DR,4D,2019"
"150,61,143,72,TOYOTA,PRIUS PRIME 5DR,4D,2018"
"139,119,159,35,TOYOTA,PRIUS PRIME 5DR,4D,2019"
"104,81,172,117,TOYOTA,PRIUS PRIME 5DR,4D,2020"
"165,90,     .,97,TOYOTA,PRIUS PRIME 5DR,4D,2021"
"82,36,79,159,TOYOTA,PRIUS V 5DR,4D,2012"
"89,60,81,57,TOYOTA,PRIUS V 5DR,4D,2013"
"80,34,96,77,TOYOTA,PRIUS V 5DR,4D,2014"
"63,97,99,14,TOYOTA,PRIUS V 5DR,4D,2015"
"94,36,116,428,TOYOTA,PRIUS V 5DR,4D,2016"
"96,45,163,713,TOYOTA,PRIUS V 5DR,4D,2017"
"41,12,85,79,TOYOTA,RAV4 4DR 2WD,SUV,2009"
"58,16,81,73,TOYOTA,RAV4 4DR 2WD,SUV,2010"
"63,17,62,27,TOYOTA,RAV4 4DR 2WD,SUV,2011"
"73,26,94,232,TOYOTA,RAV4 4DR 2WD,SUV,2012"
"80,26,98,106,TOYOTA,RAV4 4DR 2WD,SUV,2013"
"79,35,124,153,TOYOTA,RAV4 4DR 2WD,SUV,2014"
"99,38,123,155,TOYOTA,RAV4 4DR 2WD,SUV,2015"
"99,29,136,142,TOYOTA,RAV4 4DR 2WD,SUV,2016"
"99,39,155,157,TOYOTA,RAV4 4DR 2WD,SUV,2017"
"99,47,155,153,TOYOTA,RAV4 4DR 2WD,SUV,2018"
"101,98,110,188,TOYOTA,RAV4 4DR 2WD,SUV,2019"
"91,143,96,137,TOYOTA,RAV4 4DR 2WD,SUV,2020"
"80,173,121,74,TOYOTA,RAV4 4DR 2WD,SUV,2021"
"76,45,93,94,TOYOTA,RAV4 4DR 2WD,SUV,2022"
"65,24,75,143,TOYOTA,RAV4 4DR 4WD,SUV,2005"
"38,24,66,125,TOYOTA,RAV4 4DR 4WD,SUV,2006"
"55,26,82,75,TOYOTA,RAV4 4DR 4WD,SUV,2007"
"68,25,78,93,TOYOTA,RAV4 4DR 4WD,SUV,2008"
"72,32,91,89,TOYOTA,RAV4 4DR 4WD,SUV,2009"
"67,31,72,71,TOYOTA,RAV4 4DR 4WD,SUV,2010"
"67,30,74,69,TOYOTA,RAV4 4DR 4WD,SUV,2011"
"58,33,82,64,TOYOTA,RAV4 4DR 4WD,SUV,2012"
"81,55,89,104,TOYOTA,RAV4 4DR 4WD,SUV,2013"
"82,36,101,93,TOYOTA,RAV4 4DR 4WD,SUV,2014"
"85,44,95,99,TOYOTA,RAV4 4DR 4WD,SUV,2015"
"91,57,122,156,TOYOTA,RAV4 4DR 4WD,SUV,2016"
"91,63,145,140,TOYOTA,RAV4 4DR 4WD,SUV,2017"
"106,68,136,138,TOYOTA,RAV4 4DR 4WD,SUV,2018"
"80,130,112,79,TOYOTA,RAV4 4DR 4WD,SUV,2019"
"90,154,126,131,TOYOTA,RAV4 4DR 4WD,SUV,2020"
"98,166,116,91,TOYOTA,RAV4 4DR 4WD,SUV,2021"
"99,179,135,133,TOYOTA,RAV4 4DR 4WD,SUV,2022"
"95,115,153,104,TOYOTA,RAV4 4DR 4WD,SUV,2023"
"121,42,148,139,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2016"
"114,54,161,75,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2017"
"124,54,167,165,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2018"
"126,197,137,111,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2019"
"117,257,119,39,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2020"
"134,185,140,110,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2021"
"113,200,145,256,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2022"
"129,136,156,112,TOYOTA,RAV4 HEV 4DR 4WD,SUV,2023"
"93,122,203,33,TOYOTA,RAV4 PRIME 4DR AWD,SUV,2021"
"60,112,     .,512,TOYOTA,SEQUOIA 4DR 4WD,SUV,2008"
"48,93,53,37,TOYOTA,SEQUOIA 4DR 4WD,SUV,2010"
"84,159,     .,66,TOYOTA,SEQUOIA 4DR 4WD,SUV,2011"
"     .,     .,     .,58,TOYOTA,SEQUOIA 4DR 4WD,SUV,2012"
"58,125,     .,49,TOYOTA,SEQUOIA 4DR 4WD,SUV,2013"
"84,143,     .,4,TOYOTA,SEQUOIA 4DR 4WD,SUV,2014"
"55,125,     .,42,TOYOTA,SEQUOIA 4DR 4WD,SUV,2016"
"136,99,     .,8,TOYOTA,SEQUOIA 4DR 4WD,SUV,2018"
"34,4,39,139,TOYOTA,SIENNA,VAN,2005"
"38,6,57,60,TOYOTA,SIENNA,VAN,2006"
"61,12,61,70,TOYOTA,SIENNA,VAN,2007"
"57,22,65,71,TOYOTA,SIENNA,VAN,2008"
"66,21,96,185,TOYOTA,SIENNA,VAN,2009"
"100,24,61,198,TOYOTA,SIENNA,VAN,2010"
"88,34,96,152,TOYOTA,SIENNA,VAN,2011"
"79,42,86,100,TOYOTA,SIENNA,VAN,2012"
"100,32,112,104,TOYOTA,SIENNA,VAN,2013"
"95,37,119,102,TOYOTA,SIENNA,VAN,2014"
"89,62,119,90,TOYOTA,SIENNA,VAN,2015"
"96,22,112,87,TOYOTA,SIENNA,VAN,2016"
"124,54,169,142,TOYOTA,SIENNA,VAN,2017"
"106,76,128,107,TOYOTA,SIENNA,VAN,2018"
"136,75,153,77,TOYOTA,SIENNA,VAN,2019"
"111,56,164,116,TOYOTA,SIENNA,VAN,2020"
"37,23,48,26,TOYOTA,SIENNA AWD,VAN,2005"
"64,52,56,65,TOYOTA,SIENNA AWD,VAN,2006"
"     .,16,     .,100,TOYOTA,SIENNA AWD,VAN,2007"
"59,49,75,40,TOYOTA,SIENNA AWD,VAN,2008"
"92,56,73,140,TOYOTA,SIENNA AWD,VAN,2011"
"70,50,122,63,TOYOTA,SIENNA AWD,VAN,2012"
"77,62,128,175,TOYOTA,SIENNA AWD,VAN,2013"
"72,90,121,102,TOYOTA,SIENNA AWD,VAN,2014"
"135,41,127,120,TOYOTA,SIENNA AWD,VAN,2015"
"113,56,153,130,TOYOTA,SIENNA AWD,VAN,2016"
"67,68,188,82,TOYOTA,SIENNA AWD,VAN,2017"
"87,72,130,106,TOYOTA,SIENNA AWD,VAN,2018"
"147,78,164,116,TOYOTA,SIENNA AWD,VAN,2019"
"100,108,91,92,TOYOTA,SIENNA AWD,VAN,2020"
"149,104,156,101,TOYOTA,SIENNA HEV,VAN,2021"
"162,146,206,148,TOYOTA,SIENNA HEV,VAN,2022"
"167,94,148,65,TOYOTA,SIENNA HEV AWD,VAN,2021"
"99,124,166,114,TOYOTA,SIENNA HEV AWD,VAN,2022"
"     .,49,41,20,TOYOTA,TACOMA 2WD,PU,2005"
"61,42,43,417,TOYOTA,TACOMA 2WD,PU,2006"
"36,26,34,75,TOYOTA,TACOMA 2WD,PU,2007"
"72,28,27,20,TOYOTA,TACOMA 2WD,PU,2008"
"49,30,30,5,TOYOTA,TACOMA 2WD,PU,2009"
"32,39,52,4,TOYOTA,TACOMA 2WD,PU,2010"
"     .,     .,     .,16,TOYOTA,TACOMA 2WD,PU,2014"
"68,37,42,16,TOYOTA,TACOMA 4WD,PU,2008"
"75,35,41,149,TOYOTA,TACOMA 4WD,PU,2009"
"64,52,51,43,TOYOTA,TACOMA 4WD,PU,2010"
"48,70,44,25,TOYOTA,TACOMA 4WD,PU,2011"
"65,67,42,27,TOYOTA,TACOMA 4WD,PU,2012"
"66,39,58,24,TOYOTA,TACOMA 4WD,PU,2013"
"69,52,64,40,TOYOTA,TACOMA 4WD,PU,2014"
"63,55,53,22,TOYOTA,TACOMA 4WD,PU,2015"
"65,59,76,24,TOYOTA,TACOMA 4WD,PU,2016"
"84,80,104,55,TOYOTA,TACOMA 4WD,PU,2017"
"96,63,68,31,TOYOTA,TACOMA 4WD,PU,2018"
"88,104,69,13,TOYOTA,TACOMA 4WD,PU,2019"
"85,103,106,61,TOYOTA,TACOMA 4WD,PU,2020"
"115,135,137,50,TOYOTA,TACOMA 4WD,PU,2021"
"89,197,79,27,TOYOTA,TACOMA 4WD,PU,2022"
"119,178,92,94,TOYOTA,TACOMA 4WD,PU,2023"
"69,55,37,11,TOYOTA,TACOMA V6 4WD,PU,2005"
"59,30,39,27,TOYOTA,TACOMA V6 4WD,PU,2006"
"55,59,49,36,TOYOTA,TACOMA V6 4WD,PU,2007"
"42,40,31,46,TOYOTA,TUNDRA 2WD,PU,2007"
"     .,     .,     .,7,TOYOTA,TUNDRA 2WD,PU,2008"
"62,33,15,27,TOYOTA,TUNDRA 4WD,PU,2005"
"50,50,28,8,TOYOTA,TUNDRA 4WD,PU,2006"
"47,54,31,24,TOYOTA,TUNDRA 4WD,PU,2007"
"34,64,37,18,TOYOTA,TUNDRA 4WD,PU,2008"
"58,71,29,28,TOYOTA,TUNDRA 4WD,PU,2009"
"53,71,36,18,TOYOTA,TUNDRA 4WD,PU,2010"
"51,65,54,89,TOYOTA,TUNDRA 4WD,PU,2011"
"77,85,57,30,TOYOTA,TUNDRA 4WD,PU,2012"
"55,100,52,10,TOYOTA,TUNDRA 4WD,PU,2013"
"49,70,82,25,TOYOTA,TUNDRA 4WD,PU,2014"
"79,71,76,26,TOYOTA,TUNDRA 4WD,PU,2015"
"77,54,54,225,TOYOTA,TUNDRA 4WD,PU,2016"
"83,96,54,428,TOYOTA,TUNDRA 4WD,PU,2017"
"72,109,78,22,TOYOTA,TUNDRA 4WD,PU,2018"
"65,98,99,32,TOYOTA,TUNDRA 4WD,PU,2019"
"74,117,97,36,TOYOTA,TUNDRA 4WD,PU,2020"
"84,130,58,33,TOYOTA,TUNDRA 4WD,PU,2021"
"90,162,103,38,TOYOTA,TUNDRA 4WD,PU,2022"
"76,222,136,31,TOYOTA,TUNDRA 4WD,PU,2023"
"56,24,66,116,TOYOTA,VENZA 5DR,4D,2009"
"60,24,76,101,TOYOTA,VENZA 5DR,4D,2010"
"72,22,66,103,TOYOTA,VENZA 5DR,4D,2011"
"90,21,74,108,TOYOTA,VENZA 5DR,4D,2012"
"78,31,91,94,TOYOTA,VENZA 5DR,4D,2013"
"66,25,103,171,TOYOTA,VENZA 5DR,4D,2014"
"121,17,107,115,TOYOTA,VENZA 5DR,4D,2015"
"75,26,122,54,TOYOTA,VENZA 5DR,4D,2016"
"69,25,81,150,TOYOTA,VENZA 5DR AWD,4D,2009"
"85,30,78,124,TOYOTA,VENZA 5DR AWD,4D,2010"
"82,37,70,144,TOYOTA,VENZA 5DR AWD,4D,2011"
"70,40,74,142,TOYOTA,VENZA 5DR AWD,4D,2012"
"86,40,86,91,TOYOTA,VENZA 5DR AWD,4D,2013"
"87,38,99,90,TOYOTA,VENZA 5DR AWD,4D,2014"
"97,57,115,114,TOYOTA,VENZA 5DR AWD,4D,2015"
"90,41,118,171,TOYOTA,VENZA 5DR AWD,4D,2016"
"106,120,178,93,TOYOTA,VENZA HEV 4DR AWD,SUV,2021"
"162,120,157,89,TOYOTA,VENZA HEV 4DR AWD,SUV,2022"
"     .,10,44,146,TOYOTA,YARIS 2DR HATCHBACK,2D,2006"
"40,14,40,38,TOYOTA,YARIS 2DR HATCHBACK,2D,2007"
"34,5,39,19,TOYOTA,YARIS 2DR HATCHBACK,2D,2008"
"     .,     .,48,61,TOYOTA,YARIS 2DR HATCHBACK,2D,2009"
"     .,     .,     .,36,TOYOTA,YARIS 2DR HATCHBACK,2D,2010"
"48,11,57,82,TOYOTA,YARIS 4DR,4D,2007"
"66,31,64,137,TOYOTA,YARIS 4DR,4D,2008"
"53,22,67,388,TOYOTA,YARIS 4DR,4D,2009"
"53,23,56,132,TOYOTA,YARIS 4DR,4D,2010"
